,id
12232,"""""""4798_2"""""""
12233,"""""""4773_1"""""""
12234,"""""""6719_3"""""""
12235,"""""""6475_3"""""""
12236,"""""""11733_3"""""""
12237,"""""""9360_7"""""""
12238,"""""""5571_1"""""""
12239,"""""""10316_10"""""""
12240,"""""""5068_3"""""""
12241,"""""""11188_8"""""""
12242,"""""""7291_3"""""""
12243,"""""""6233_3"""""""
12244,"""""""11710_1"""""""
12245,"""""""3780_7"""""""
12246,"""""""3210_10"""""""
12247,"""""""2885_3"""""""
12248,"""""""2912_4"""""""
12249,"""""""3320_4"""""""
12250,"""""""11275_4"""""""
12251,"""""""8406_1"""""""
12252,"""""""8275_10"""""""
12253,"""""""4862_9"""""""
12254,"""""""11817_2"""""""
12255,"""""""302_10"""""""
12256,"""""""11341_1"""""""
12257,"""""""4626_1"""""""
12258,"""""""1030_2"""""""
12259,"""""""4799_8"""""""
12260,"""""""4845_1"""""""
12261,"""""""3458_1"""""""
12262,"""""""9535_9"""""""
12263,"""""""6553_10"""""""
12264,"""""""486_4"""""""
12265,"""""""11162_7"""""""
12266,"""""""7689_7"""""""
12267,"""""""12058_1"""""""
12268,"""""""3740_1"""""""
12269,"""""""11656_8"""""""
12270,"""""""9795_1"""""""
12271,"""""""1947_1"""""""
12272,"""""""1468_1"""""""
12273,"""""""4158_10"""""""
12274,"""""""5876_1"""""""
12275,"""""""12084_4"""""""
12276,"""""""5434_7"""""""
12277,"""""""7984_9"""""""
12278,"""""""2217_8"""""""
12279,"""""""2300_4"""""""
12280,"""""""8707_7"""""""
12281,"""""""3345_10"""""""
12282,"""""""7375_8"""""""
12283,"""""""1150_2"""""""
12284,"""""""8557_10"""""""
12285,"""""""5590_8"""""""
12286,"""""""5270_1"""""""
12287,"""""""10339_4"""""""
12288,"""""""6789_3"""""""
12289,"""""""4289_1"""""""
12290,"""""""693_4"""""""
12291,"""""""326_1"""""""
12292,"""""""9786_8"""""""
12293,"""""""6610_10"""""""
12294,"""""""11350_9"""""""
12295,"""""""10907_1"""""""
12296,"""""""3285_8"""""""
12297,"""""""10964_4"""""""
12298,"""""""5411_1"""""""
12299,"""""""6188_10"""""""
12300,"""""""7110_3"""""""
12301,"""""""7355_8"""""""
12302,"""""""12116_1"""""""
12303,"""""""1187_1"""""""
12304,"""""""12167_7"""""""
12305,"""""""5530_9"""""""
12306,"""""""2829_10"""""""
12307,"""""""9549_4"""""""
12308,"""""""8805_10"""""""
12309,"""""""10265_3"""""""
12310,"""""""5227_3"""""""
12311,"""""""8693_10"""""""
12312,"""""""6331_10"""""""
12313,"""""""9079_4"""""""
12314,"""""""7200_1"""""""
12315,"""""""9322_10"""""""
12316,"""""""2899_4"""""""
12317,"""""""6478_10"""""""
12318,"""""""4659_1"""""""
12319,"""""""6755_1"""""""
12320,"""""""10385_10"""""""
12321,"""""""11861_1"""""""
12322,"""""""5483_10"""""""
12323,"""""""4012_10"""""""
12324,"""""""7146_9"""""""
12325,"""""""3782_9"""""""
12326,"""""""12181_4"""""""
12327,"""""""10663_10"""""""
12328,"""""""4712_1"""""""
12329,"""""""11071_10"""""""
12330,"""""""11171_3"""""""
12331,"""""""9043_10"""""""
12332,"""""""9912_10"""""""
12333,"""""""7306_9"""""""
12334,"""""""12382_9"""""""
12335,"""""""11654_9"""""""
12336,"""""""8848_1"""""""
12337,"""""""4076_3"""""""
12338,"""""""8248_3"""""""
12339,"""""""10011_1"""""""
12340,"""""""11769_1"""""""
12341,"""""""4164_9"""""""
12342,"""""""1831_1"""""""
12343,"""""""4164_1"""""""
12344,"""""""318_3"""""""
12345,"""""""7221_10"""""""
12346,"""""""10912_8"""""""
12347,"""""""1321_4"""""""
12348,"""""""7712_7"""""""
12349,"""""""2680_4"""""""
12350,"""""""8374_1"""""""
12351,"""""""995_7"""""""
12352,"""""""2009_1"""""""
12353,"""""""3905_9"""""""
12354,"""""""3348_3"""""""
12355,"""""""6466_1"""""""
12356,"""""""11900_10"""""""
12357,"""""""1634_7"""""""
12358,"""""""8245_4"""""""
12359,"""""""8561_1"""""""
12360,"""""""2072_2"""""""
12361,"""""""12060_10"""""""
12362,"""""""8178_3"""""""
12363,"""""""8778_1"""""""
12364,"""""""10489_8"""""""
12365,"""""""10118_8"""""""
12366,"""""""3470_8"""""""
12367,"""""""8014_4"""""""
12368,"""""""582_10"""""""
12369,"""""""8984_8"""""""
12370,"""""""9085_8"""""""
12371,"""""""8894_2"""""""
12372,"""""""3762_2"""""""
12373,"""""""3815_2"""""""
12374,"""""""5903_9"""""""
12375,"""""""8907_10"""""""
12376,"""""""6140_7"""""""
12377,"""""""9279_4"""""""
12378,"""""""2948_9"""""""
12379,"""""""10588_10"""""""
12380,"""""""8239_1"""""""
12381,"""""""6986_2"""""""
12382,"""""""5308_3"""""""
12383,"""""""11984_8"""""""
12384,"""""""9984_4"""""""
12385,"""""""11803_8"""""""
12386,"""""""2925_10"""""""
12387,"""""""11396_10"""""""
12388,"""""""8998_7"""""""
12389,"""""""4511_7"""""""
12390,"""""""5780_2"""""""
12391,"""""""9838_4"""""""
12392,"""""""422_10"""""""
12393,"""""""11389_10"""""""
12394,"""""""8511_3"""""""
12395,"""""""2089_10"""""""
12396,"""""""5818_3"""""""
12397,"""""""566_9"""""""
12398,"""""""452_10"""""""
12399,"""""""4451_9"""""""
12400,"""""""6105_1"""""""
12401,"""""""2158_10"""""""
12402,"""""""10395_2"""""""
12403,"""""""11291_3"""""""
12404,"""""""2408_8"""""""
12405,"""""""3698_9"""""""
12406,"""""""6060_2"""""""
12407,"""""""9509_10"""""""
12408,"""""""7136_10"""""""
12409,"""""""5557_10"""""""
12410,"""""""7155_2"""""""
12411,"""""""11421_10"""""""
12412,"""""""3620_4"""""""
12413,"""""""2176_4"""""""
12414,"""""""8970_1"""""""
12415,"""""""11186_10"""""""
12416,"""""""9604_3"""""""
12417,"""""""6047_10"""""""
12418,"""""""4487_9"""""""
12419,"""""""11880_3"""""""
12420,"""""""2650_2"""""""
12421,"""""""5279_1"""""""
12422,"""""""9289_1"""""""
12423,"""""""11673_10"""""""
12424,"""""""6890_2"""""""
12425,"""""""2668_10"""""""
12426,"""""""942_1"""""""
12427,"""""""264_1"""""""
12428,"""""""10157_1"""""""
12429,"""""""791_10"""""""
12430,"""""""11434_9"""""""
12431,"""""""5630_2"""""""
12432,"""""""9392_1"""""""
12433,"""""""12471_3"""""""
12434,"""""""8593_9"""""""
12435,"""""""10333_10"""""""
12436,"""""""9146_8"""""""
12437,"""""""5404_7"""""""
12438,"""""""7662_9"""""""
12439,"""""""11068_1"""""""
12440,"""""""4460_2"""""""
12441,"""""""5002_10"""""""
12442,"""""""9269_9"""""""
12443,"""""""1639_10"""""""
12444,"""""""9045_1"""""""
12445,"""""""9944_8"""""""
12446,"""""""4091_4"""""""
12447,"""""""6889_4"""""""
12448,"""""""71_9"""""""
12449,"""""""10173_8"""""""
12450,"""""""2513_8"""""""
12451,"""""""7507_1"""""""
12452,"""""""1235_2"""""""
12453,"""""""3325_1"""""""
12454,"""""""4146_7"""""""
12455,"""""""7286_8"""""""
12456,"""""""4096_1"""""""
12457,"""""""3897_7"""""""
12458,"""""""11240_10"""""""
12459,"""""""4109_1"""""""
12460,"""""""9566_4"""""""
12461,"""""""2038_8"""""""
12462,"""""""6985_7"""""""
12463,"""""""6967_9"""""""
12464,"""""""11020_10"""""""
12465,"""""""3291_1"""""""
12466,"""""""9763_3"""""""
12467,"""""""1943_7"""""""
12468,"""""""7599_7"""""""
12469,"""""""8158_8"""""""
12470,"""""""4140_3"""""""
12471,"""""""11840_2"""""""
12472,"""""""9675_1"""""""
12473,"""""""10878_1"""""""
12474,"""""""10760_1"""""""
12475,"""""""260_1"""""""
12476,"""""""8188_10"""""""
12477,"""""""3260_1"""""""
12478,"""""""6172_9"""""""
12479,"""""""10021_3"""""""
12480,"""""""7784_10"""""""
12481,"""""""4066_1"""""""
12482,"""""""12325_10"""""""
12483,"""""""9894_8"""""""
12484,"""""""1242_1"""""""
12485,"""""""2059_1"""""""
12486,"""""""10686_7"""""""
12487,"""""""8110_2"""""""
12488,"""""""8398_7"""""""
12489,"""""""6096_9"""""""
12490,"""""""9422_3"""""""
12491,"""""""2919_4"""""""
12492,"""""""10248_1"""""""
12493,"""""""7480_1"""""""
12494,"""""""3248_8"""""""
12495,"""""""10264_2"""""""
12496,"""""""7401_10"""""""
12497,"""""""10528_1"""""""
12498,"""""""7623_8"""""""
12499,"""""""3968_2"""""""
12500,"""""""10918_4"""""""
12501,"""""""5146_7"""""""
12502,"""""""12466_4"""""""
12503,"""""""10395_10"""""""
12504,"""""""3862_8"""""""
12505,"""""""2247_1"""""""
12506,"""""""2979_9"""""""
12507,"""""""3271_9"""""""
12508,"""""""5225_1"""""""
12509,"""""""5662_1"""""""
12510,"""""""12087_3"""""""
12511,"""""""10765_10"""""""
12512,"""""""1256_4"""""""
12513,"""""""2057_1"""""""
12514,"""""""2610_7"""""""
12515,"""""""2065_2"""""""
12516,"""""""4410_3"""""""
12517,"""""""6847_10"""""""
12518,"""""""1927_1"""""""
12519,"""""""4201_9"""""""
12520,"""""""2578_8"""""""
12521,"""""""74_10"""""""
12522,"""""""8324_10"""""""
12523,"""""""4762_8"""""""
12524,"""""""10612_3"""""""
12525,"""""""11353_10"""""""
12526,"""""""10709_8"""""""
12527,"""""""3978_7"""""""
12528,"""""""954_4"""""""
12529,"""""""2493_10"""""""
12530,"""""""8293_7"""""""
12531,"""""""9454_1"""""""
12532,"""""""8982_1"""""""
12533,"""""""5201_3"""""""
12534,"""""""9758_1"""""""
12535,"""""""5999_8"""""""
12536,"""""""11000_1"""""""
12537,"""""""647_1"""""""
12538,"""""""7345_9"""""""
12539,"""""""5105_3"""""""
12540,"""""""9488_4"""""""
12541,"""""""11810_10"""""""
12542,"""""""5343_8"""""""
12543,"""""""1671_7"""""""
12544,"""""""6414_2"""""""
12545,"""""""3749_8"""""""
12546,"""""""2310_2"""""""
12547,"""""""8460_2"""""""
12548,"""""""12305_1"""""""
12549,"""""""11672_1"""""""
12550,"""""""11726_10"""""""
12551,"""""""11659_2"""""""
12552,"""""""8684_2"""""""
12553,"""""""6546_10"""""""
12554,"""""""1980_8"""""""
12555,"""""""3113_10"""""""
12556,"""""""8440_1"""""""
12557,"""""""7473_7"""""""
12558,"""""""726_7"""""""
12559,"""""""11165_10"""""""
12560,"""""""9830_2"""""""
12561,"""""""6409_10"""""""
12562,"""""""11455_3"""""""
12563,"""""""993_3"""""""
12564,"""""""3186_1"""""""
12565,"""""""11631_4"""""""
12566,"""""""3225_1"""""""
12567,"""""""4442_1"""""""
12568,"""""""6775_9"""""""
12569,"""""""230_7"""""""
12570,"""""""5971_4"""""""
12571,"""""""763_10"""""""
12572,"""""""9943_10"""""""
12573,"""""""10098_9"""""""
12574,"""""""7219_10"""""""
12575,"""""""6348_8"""""""
12576,"""""""5774_10"""""""
12577,"""""""1842_4"""""""
12578,"""""""3544_8"""""""
12579,"""""""5661_10"""""""
12580,"""""""8698_1"""""""
12581,"""""""7576_1"""""""
12582,"""""""584_3"""""""
12583,"""""""9963_8"""""""
12584,"""""""11653_8"""""""
12585,"""""""4269_1"""""""
12586,"""""""728_1"""""""
12587,"""""""7118_2"""""""
12588,"""""""6305_4"""""""
12589,"""""""5970_4"""""""
12590,"""""""4729_1"""""""
12591,"""""""7638_10"""""""
12592,"""""""2709_10"""""""
12593,"""""""1461_7"""""""
12594,"""""""5302_10"""""""
12595,"""""""3589_10"""""""
12596,"""""""3897_4"""""""
12597,"""""""9883_1"""""""
12598,"""""""9903_4"""""""
12599,"""""""9789_1"""""""
12600,"""""""2971_4"""""""
12601,"""""""5015_7"""""""
12602,"""""""9215_1"""""""
12603,"""""""8553_2"""""""
12604,"""""""5671_3"""""""
12605,"""""""748_7"""""""
12606,"""""""8222_10"""""""
12607,"""""""9336_3"""""""
12608,"""""""1585_1"""""""
12609,"""""""10634_8"""""""
12610,"""""""4549_8"""""""
12611,"""""""7014_10"""""""
12612,"""""""2412_10"""""""
12613,"""""""5779_10"""""""
12614,"""""""11949_4"""""""
12615,"""""""6879_8"""""""
12616,"""""""4432_2"""""""
12617,"""""""5825_10"""""""
12618,"""""""10422_9"""""""
12619,"""""""4575_10"""""""
12620,"""""""11520_1"""""""
12621,"""""""6612_1"""""""
12622,"""""""4206_7"""""""
12623,"""""""1611_10"""""""
12624,"""""""8170_10"""""""
12625,"""""""96_1"""""""
12626,"""""""715_10"""""""
12627,"""""""10032_8"""""""
12628,"""""""2585_1"""""""
12629,"""""""7477_3"""""""
12630,"""""""2778_10"""""""
12631,"""""""6807_1"""""""
12632,"""""""6378_1"""""""
12633,"""""""1752_10"""""""
12634,"""""""2305_8"""""""
12635,"""""""7423_3"""""""
12636,"""""""496_9"""""""
12637,"""""""10829_1"""""""
12638,"""""""7012_9"""""""
12639,"""""""7701_7"""""""
12640,"""""""6858_8"""""""
12641,"""""""2723_4"""""""
12642,"""""""5720_1"""""""
12643,"""""""1531_9"""""""
12644,"""""""3052_8"""""""
12645,"""""""2728_7"""""""
12646,"""""""2275_4"""""""
12647,"""""""11211_1"""""""
12648,"""""""4603_3"""""""
12649,"""""""2273_9"""""""
12650,"""""""11662_2"""""""
12651,"""""""4887_3"""""""
12652,"""""""8155_9"""""""
12653,"""""""2373_4"""""""
12654,"""""""1754_1"""""""
12655,"""""""12247_9"""""""
12656,"""""""10327_1"""""""
12657,"""""""8968_3"""""""
12658,"""""""370_8"""""""
12659,"""""""559_10"""""""
12660,"""""""8273_3"""""""
12661,"""""""8125_2"""""""
12662,"""""""8666_9"""""""
12663,"""""""4827_7"""""""
12664,"""""""9737_10"""""""
12665,"""""""5604_8"""""""
12666,"""""""8331_10"""""""
12667,"""""""886_2"""""""
12668,"""""""4413_7"""""""
12669,"""""""4116_7"""""""
12670,"""""""3675_1"""""""
12671,"""""""496_3"""""""
12672,"""""""8837_4"""""""
12673,"""""""3099_2"""""""
12674,"""""""5518_4"""""""
12675,"""""""6953_9"""""""
12676,"""""""1240_9"""""""
12677,"""""""8614_1"""""""
12678,"""""""1628_8"""""""
12679,"""""""1673_3"""""""
12680,"""""""10806_8"""""""
12681,"""""""780_9"""""""
12682,"""""""6957_8"""""""
12683,"""""""10903_8"""""""
12684,"""""""9908_7"""""""
12685,"""""""4696_9"""""""
12686,"""""""3816_7"""""""
12687,"""""""489_9"""""""
12688,"""""""2254_1"""""""
12689,"""""""122_8"""""""
12690,"""""""3171_8"""""""
12691,"""""""54_3"""""""
12692,"""""""8826_4"""""""
12693,"""""""7686_1"""""""
12694,"""""""10875_3"""""""
12695,"""""""4858_10"""""""
12696,"""""""1268_8"""""""
12697,"""""""3497_10"""""""
12698,"""""""6527_1"""""""
12699,"""""""1345_9"""""""
12700,"""""""10092_4"""""""
12701,"""""""11571_9"""""""
12702,"""""""2899_10"""""""
12703,"""""""5381_10"""""""
12704,"""""""8722_1"""""""
12705,"""""""10521_10"""""""
12706,"""""""296_9"""""""
12707,"""""""6184_1"""""""
12708,"""""""6657_10"""""""
12709,"""""""5972_9"""""""
12710,"""""""8599_7"""""""
12711,"""""""6125_1"""""""
12712,"""""""5834_2"""""""
12713,"""""""12479_9"""""""
12714,"""""""3253_2"""""""
12715,"""""""4986_9"""""""
12716,"""""""6439_7"""""""
12717,"""""""9659_8"""""""
12718,"""""""3375_3"""""""
12719,"""""""3155_10"""""""
12720,"""""""3478_9"""""""
12721,"""""""6251_1"""""""
12722,"""""""6281_1"""""""
12723,"""""""4669_8"""""""
12724,"""""""2843_2"""""""
12725,"""""""8137_8"""""""
12726,"""""""9390_10"""""""
12727,"""""""11401_3"""""""
12728,"""""""1455_4"""""""
12729,"""""""8418_9"""""""
12730,"""""""7064_4"""""""
12731,"""""""7467_4"""""""
12732,"""""""12492_10"""""""
12733,"""""""1969_4"""""""
12734,"""""""5388_8"""""""
12735,"""""""3287_2"""""""
12736,"""""""3493_1"""""""
12737,"""""""11682_8"""""""
12738,"""""""7860_3"""""""
12739,"""""""5507_4"""""""
12740,"""""""11741_10"""""""
12741,"""""""8041_8"""""""
12742,"""""""3525_7"""""""
12743,"""""""12256_9"""""""
12744,"""""""1559_10"""""""
12745,"""""""5477_9"""""""
12746,"""""""736_2"""""""
12747,"""""""29_10"""""""
12748,"""""""12257_7"""""""
12749,"""""""11184_3"""""""
12750,"""""""5323_4"""""""
12751,"""""""11315_3"""""""
12752,"""""""1400_4"""""""
12753,"""""""7978_3"""""""
12754,"""""""6543_10"""""""
12755,"""""""2120_10"""""""
12756,"""""""3033_10"""""""
12757,"""""""4096_7"""""""
12758,"""""""10945_1"""""""
12759,"""""""10726_7"""""""
12760,"""""""10568_10"""""""
12761,"""""""8966_8"""""""
12762,"""""""12274_4"""""""
12763,"""""""10560_4"""""""
12764,"""""""12352_8"""""""
12765,"""""""5860_1"""""""
12766,"""""""11828_1"""""""
12767,"""""""10752_7"""""""
12768,"""""""6501_4"""""""
12769,"""""""561_1"""""""
12770,"""""""6796_1"""""""
12771,"""""""2626_4"""""""
12772,"""""""9089_3"""""""
12773,"""""""10921_10"""""""
12774,"""""""6969_10"""""""
12775,"""""""1039_1"""""""
12776,"""""""9561_2"""""""
12777,"""""""2651_10"""""""
12778,"""""""8929_7"""""""
12779,"""""""6434_2"""""""
12780,"""""""3954_1"""""""
12781,"""""""12408_10"""""""
12782,"""""""9230_8"""""""
12783,"""""""6626_1"""""""
12784,"""""""1913_2"""""""
12785,"""""""9277_10"""""""
12786,"""""""8177_8"""""""
12787,"""""""7174_2"""""""
12788,"""""""10000_7"""""""
12789,"""""""849_1"""""""
12790,"""""""9768_1"""""""
12791,"""""""2852_7"""""""
12792,"""""""7872_10"""""""
12793,"""""""7331_7"""""""
12794,"""""""9716_8"""""""
12795,"""""""5672_1"""""""
12796,"""""""11305_7"""""""
12797,"""""""4750_2"""""""
12798,"""""""3606_7"""""""
12799,"""""""10329_1"""""""
12800,"""""""4407_8"""""""
12801,"""""""4298_8"""""""
12802,"""""""1526_3"""""""
12803,"""""""1177_8"""""""
12804,"""""""8366_3"""""""
12805,"""""""1848_9"""""""
12806,"""""""9689_1"""""""
12807,"""""""4883_7"""""""
12808,"""""""10485_10"""""""
12809,"""""""10851_9"""""""
12810,"""""""1550_7"""""""
12811,"""""""5088_7"""""""
12812,"""""""7420_7"""""""
12813,"""""""8306_4"""""""
12814,"""""""7474_9"""""""
12815,"""""""5297_10"""""""
12816,"""""""9105_1"""""""
12817,"""""""4806_8"""""""
12818,"""""""11659_10"""""""
12819,"""""""5491_4"""""""
12820,"""""""4175_1"""""""
12821,"""""""8726_1"""""""
12822,"""""""9049_4"""""""
12823,"""""""3266_10"""""""
12824,"""""""1396_1"""""""
12825,"""""""8364_4"""""""
12826,"""""""3945_2"""""""
12827,"""""""196_4"""""""
12828,"""""""279_1"""""""
12829,"""""""12203_2"""""""
12830,"""""""8613_8"""""""
12831,"""""""3839_10"""""""
12832,"""""""2780_7"""""""
12833,"""""""10493_10"""""""
12834,"""""""6866_9"""""""
12835,"""""""4044_10"""""""
12836,"""""""2435_1"""""""
12837,"""""""1976_4"""""""
12838,"""""""8649_3"""""""
12839,"""""""7299_1"""""""
12840,"""""""6018_2"""""""
12841,"""""""9729_8"""""""
12842,"""""""3154_10"""""""
12843,"""""""950_1"""""""
12844,"""""""1409_4"""""""
12845,"""""""5175_10"""""""
12846,"""""""9722_4"""""""
12847,"""""""4077_2"""""""
12848,"""""""7067_1"""""""
12849,"""""""10984_10"""""""
12850,"""""""7117_1"""""""
12851,"""""""2121_10"""""""
12852,"""""""1386_10"""""""
12853,"""""""12236_10"""""""
12854,"""""""11844_1"""""""
12855,"""""""8085_9"""""""
12856,"""""""333_3"""""""
12857,"""""""6522_3"""""""
12858,"""""""249_7"""""""
12859,"""""""1199_1"""""""
12860,"""""""499_8"""""""
12861,"""""""10033_1"""""""
12862,"""""""7699_9"""""""
12863,"""""""4829_7"""""""
12864,"""""""665_1"""""""
12865,"""""""6743_8"""""""
12866,"""""""10153_10"""""""
12867,"""""""4757_2"""""""
12868,"""""""6942_10"""""""
12869,"""""""3895_7"""""""
12870,"""""""11128_1"""""""
12871,"""""""4404_3"""""""
12872,"""""""10811_1"""""""
12873,"""""""1165_7"""""""
12874,"""""""10907_8"""""""
12875,"""""""1859_10"""""""
12876,"""""""5836_10"""""""
12877,"""""""10158_2"""""""
12878,"""""""899_3"""""""
12879,"""""""8631_1"""""""
12880,"""""""7153_8"""""""
12881,"""""""847_2"""""""
12882,"""""""4418_10"""""""
12883,"""""""12320_10"""""""
12884,"""""""11242_8"""""""
12885,"""""""7046_7"""""""
12886,"""""""1819_10"""""""
12887,"""""""1651_10"""""""
12888,"""""""8280_10"""""""
12889,"""""""2062_9"""""""
12890,"""""""4781_8"""""""
12891,"""""""10314_1"""""""
12892,"""""""1934_1"""""""
12893,"""""""12230_7"""""""
12894,"""""""6689_9"""""""
12895,"""""""987_4"""""""
12896,"""""""9881_2"""""""
12897,"""""""4571_7"""""""
12898,"""""""569_4"""""""
12899,"""""""11392_3"""""""
12900,"""""""10716_2"""""""
12901,"""""""7643_3"""""""
12902,"""""""7429_8"""""""
12903,"""""""11315_7"""""""
12904,"""""""3097_9"""""""
12905,"""""""10398_1"""""""
12906,"""""""6299_8"""""""
12907,"""""""5951_2"""""""
12908,"""""""8930_8"""""""
12909,"""""""1852_4"""""""
12910,"""""""2857_7"""""""
12911,"""""""4544_9"""""""
12912,"""""""9492_10"""""""
12913,"""""""1947_8"""""""
12914,"""""""9178_2"""""""
12915,"""""""6290_3"""""""
12916,"""""""6313_8"""""""
12917,"""""""6975_8"""""""
12918,"""""""12258_10"""""""
12919,"""""""3970_10"""""""
12920,"""""""8096_7"""""""
12921,"""""""10872_3"""""""
12922,"""""""3660_1"""""""
12923,"""""""7958_10"""""""
12924,"""""""652_1"""""""
12925,"""""""10331_1"""""""
12926,"""""""2368_4"""""""
12927,"""""""12367_1"""""""
12928,"""""""12125_3"""""""
12929,"""""""5785_8"""""""
12930,"""""""5213_10"""""""
12931,"""""""6334_8"""""""
12932,"""""""8005_4"""""""
12933,"""""""8405_7"""""""
12934,"""""""4629_2"""""""
12935,"""""""9342_8"""""""
12936,"""""""11634_3"""""""
12937,"""""""2878_2"""""""
12938,"""""""6195_1"""""""
12939,"""""""6994_8"""""""
12940,"""""""12170_3"""""""
12941,"""""""7384_1"""""""
12942,"""""""1047_8"""""""
12943,"""""""669_2"""""""
12944,"""""""2976_1"""""""
12945,"""""""4718_1"""""""
12946,"""""""1203_1"""""""
12947,"""""""9113_10"""""""
12948,"""""""2928_1"""""""
12949,"""""""10734_8"""""""
12950,"""""""6469_7"""""""
12951,"""""""2896_3"""""""
12952,"""""""12061_8"""""""
12953,"""""""240_9"""""""
12954,"""""""8580_1"""""""
12955,"""""""1961_1"""""""
12956,"""""""6145_1"""""""
12957,"""""""11028_4"""""""
12958,"""""""7664_1"""""""
12959,"""""""3022_1"""""""
12960,"""""""7893_8"""""""
12961,"""""""1149_8"""""""
12962,"""""""8301_8"""""""
12963,"""""""8210_10"""""""
12964,"""""""9949_8"""""""
12965,"""""""2961_4"""""""
12966,"""""""9796_10"""""""
12967,"""""""4397_7"""""""
12968,"""""""2936_3"""""""
12969,"""""""11382_10"""""""
12970,"""""""11671_1"""""""
12971,"""""""10864_1"""""""
12972,"""""""11253_4"""""""
12973,"""""""4692_3"""""""
12974,"""""""11905_2"""""""
12975,"""""""12066_1"""""""
12976,"""""""789_8"""""""
12977,"""""""7700_8"""""""
12978,"""""""7697_7"""""""
12979,"""""""8628_4"""""""
12980,"""""""5719_2"""""""
12981,"""""""4761_2"""""""
12982,"""""""8777_1"""""""
12983,"""""""3525_1"""""""
12984,"""""""11990_4"""""""
12985,"""""""432_10"""""""
12986,"""""""4115_3"""""""
12987,"""""""10888_10"""""""
12988,"""""""6995_2"""""""
12989,"""""""11910_10"""""""
12990,"""""""8895_1"""""""
12991,"""""""12149_10"""""""
12992,"""""""11782_8"""""""
12993,"""""""12139_7"""""""
12994,"""""""380_2"""""""
12995,"""""""5242_10"""""""
12996,"""""""3542_9"""""""
12997,"""""""6821_1"""""""
12998,"""""""6931_1"""""""
12999,"""""""5958_9"""""""
13000,"""""""5332_2"""""""
13001,"""""""2630_2"""""""
13002,"""""""6387_7"""""""
13003,"""""""7899_8"""""""
13004,"""""""11017_3"""""""
13005,"""""""11800_10"""""""
13006,"""""""10926_10"""""""
13007,"""""""9866_10"""""""
13008,"""""""3203_2"""""""
13009,"""""""11276_4"""""""
13010,"""""""8342_2"""""""
13011,"""""""6167_10"""""""
13012,"""""""36_3"""""""
13013,"""""""3340_1"""""""
13014,"""""""3997_9"""""""
13015,"""""""2627_10"""""""
13016,"""""""4204_1"""""""
13017,"""""""1018_4"""""""
13018,"""""""10951_1"""""""
13019,"""""""5315_4"""""""
13020,"""""""6301_7"""""""
13021,"""""""12038_10"""""""
13022,"""""""3164_10"""""""
13023,"""""""10989_8"""""""
13024,"""""""2449_9"""""""
13025,"""""""4375_1"""""""
13026,"""""""7037_3"""""""
13027,"""""""33_7"""""""
13028,"""""""7457_10"""""""
13029,"""""""2082_3"""""""
13030,"""""""1316_10"""""""
13031,"""""""9097_3"""""""
13032,"""""""5804_10"""""""
13033,"""""""9411_1"""""""
13034,"""""""118_10"""""""
13035,"""""""560_3"""""""
13036,"""""""8914_9"""""""
13037,"""""""2745_4"""""""
13038,"""""""2607_1"""""""
13039,"""""""4405_4"""""""
13040,"""""""10451_1"""""""
13041,"""""""1887_7"""""""
13042,"""""""725_2"""""""
13043,"""""""5118_4"""""""
13044,"""""""9536_1"""""""
13045,"""""""127_3"""""""
13046,"""""""2833_8"""""""
13047,"""""""131_7"""""""
13048,"""""""7789_10"""""""
13049,"""""""6294_7"""""""
13050,"""""""3872_4"""""""
13051,"""""""5454_7"""""""
13052,"""""""11162_1"""""""
13053,"""""""1685_1"""""""
13054,"""""""8352_2"""""""
13055,"""""""5003_1"""""""
13056,"""""""262_9"""""""
13057,"""""""8233_8"""""""
13058,"""""""1814_10"""""""
13059,"""""""1967_10"""""""
13060,"""""""7545_10"""""""
13061,"""""""12386_2"""""""
13062,"""""""9531_9"""""""
13063,"""""""3013_1"""""""
13064,"""""""6835_10"""""""
13065,"""""""1279_3"""""""
13066,"""""""2411_1"""""""
13067,"""""""9537_1"""""""
13068,"""""""3446_10"""""""
13069,"""""""656_4"""""""
13070,"""""""7085_1"""""""
13071,"""""""8355_1"""""""
13072,"""""""1869_3"""""""
13073,"""""""2317_2"""""""
13074,"""""""11228_4"""""""
13075,"""""""3987_8"""""""
13076,"""""""509_3"""""""
13077,"""""""5168_8"""""""
13078,"""""""9267_10"""""""
13079,"""""""912_10"""""""
13080,"""""""10275_9"""""""
13081,"""""""2855_10"""""""
13082,"""""""6079_4"""""""
13083,"""""""2728_1"""""""
13084,"""""""9895_4"""""""
13085,"""""""8230_7"""""""
13086,"""""""5152_4"""""""
13087,"""""""4137_8"""""""
13088,"""""""919_10"""""""
13089,"""""""1481_1"""""""
13090,"""""""2468_1"""""""
13091,"""""""383_1"""""""
13092,"""""""11552_4"""""""
13093,"""""""856_7"""""""
13094,"""""""9047_1"""""""
13095,"""""""2300_9"""""""
13096,"""""""1346_7"""""""
13097,"""""""6316_4"""""""
13098,"""""""7983_10"""""""
13099,"""""""9685_10"""""""
13100,"""""""2745_10"""""""
13101,"""""""8149_1"""""""
13102,"""""""9478_1"""""""
13103,"""""""3126_3"""""""
13104,"""""""11629_10"""""""
13105,"""""""5858_8"""""""
13106,"""""""200_8"""""""
13107,"""""""7721_4"""""""
13108,"""""""12334_8"""""""
13109,"""""""9582_4"""""""
13110,"""""""5696_9"""""""
